loan_id,zipcode,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,event_timestamp,created_timestamp
11306,11788,22,27000,MORTGAGE,2.0,DEBTCONSOLIDATION,5000,12.18,0,2021-08-09 05:04:31.493000+00:00,2021-08-09 05:04:31.493000+00:00
19832,29368,22,45000,RENT,6.0,HOMEIMPROVEMENT,10000,15.96,1,2021-04-22 12:59:21.740000+00:00,2021-04-22 12:59:21.740000+00:00
11046,98230,22,40428,RENT,4.0,MEDICAL,16500,10.75,1,2021-08-12 12:36:31.987000+00:00,2021-08-12 12:36:31.987000+00:00
24089,49840,26,51996,RENT,1.0,MEDICAL,10000,13.23,0,2021-02-27 06:46:54.259000+00:00,2021-02-27 06:46:54.259000+00:00
26067,28463,29,78200,RENT,5.0,MEDICAL,23500,11.36,0,2021-02-02 01:42:56.036000+00:00,2021-02-02 01:42:56.036000+00:00
29431,65713,27,32200,RENT,1.0,EDUCATION,6300,16.45,1,2020-12-21 04:40:29.330000+00:00,2020-12-21 04:40:29.330000+00:00
27534,70563,33,37000,MORTGAGE,2.0,PERSONAL,13000,10.36,0,2021-01-14 08:57:47.707000+00:00,2021-01-14 08:57:47.707000+00:00
19495,94041,22,42000,RENT,6.0,DEBTCONSOLIDATION,10000,6.17,0,2021-04-26 20:04:37.150000+00:00,2021-04-26 20:04:37.150000+00:00
38029,25003,38,98000,RENT,4.0,DEBTCONSOLIDATION,16000,16.4,1,2020-09-02 14:33:50.825000+00:00,2020-09-02 14:33:50.825000+00:00
13428,75009,25,41000,RENT,1.0,PERSONAL,4000,14.84,1,2021-07-13 03:57:35.765000+00:00,2021-07-13 03:57:35.765000+00:00
26539,75473,35,43000,RENT,19.0,MEDICAL,1200,13.8,0,2021-01-27 01:19:54.215000+00:00,2021-01-27 01:19:54.215000+00:00
25269,38063,21,37423,RENT,5.0,MEDICAL,2800,7.88,0,2021-02-12 05:49:19.707000+00:00,2021-02-12 05:49:19.707000+00:00
30793,46617,31,45000,RENT,2.0,EDUCATION,9000,12.84,0,2020-12-03 20:02:30.433000+00:00,2020-12-03 20:02:30.433000+00:00
20835,62617,22,38004,RENT,5.0,EDUCATION,12000,10.75,1,2021-04-09 18:10:25.371000+00:00,2021-04-09 18:10:25.371000+00:00
37814,30823,39,88400,MORTGAGE,20.0,MEDICAL,25000,18.3,1,2020-09-05 08:19:55.849000+00:00,2020-09-05 08:19:55.849000+00:00
27032,77834,33,33000,MORTGAGE,6.0,HOMEIMPROVEMENT,6000,6.03,0,2021-01-20 18:31:26.508000+00:00,2021-01-20 18:31:26.508000+00:00
19504,67107,26,70000,MORTGAGE,10.0,PERSONAL,8000,10.0,0,2021-04-26 17:19:26.056000+00:00,2021-04-26 17:19:26.056000+00:00
33970,28205,34,128148,MORTGAGE,2.0,DEBTCONSOLIDATION,15000,5.99,0,2020-10-24 08:12:14.237000+00:00,2020-10-24 08:12:14.237000+00:00
22042,95658,23,83000,MORTGAGE,5.0,EDUCATION,20000,11.83,1,2021-03-25 08:57:17.537000+00:00,2021-03-25 08:57:17.537000+00:00
25639,49001,23,40308,MORTGAGE,1.0,MEDICAL,5000,7.68,0,2021-02-07 12:38:23.619000+00:00,2021-02-07 12:38:23.619000+00:00
11679,34475,25,58020,RENT,9.0,PERSONAL,2000,6.91,0,2021-08-04 10:58:31.706000+00:00,2021-08-04 10:58:31.706000+00:00
20991,85719,23,48000,RENT,3.0,PERSONAL,12000,6.03,0,2021-04-07 18:27:13.074000+00:00,2021-04-07 18:27:13.074000+00:00
17255,67067,23,56996,OWN,2.0,VENTURE,9575,9.63,0,2021-05-25 09:17:18.333000+00:00,2021-05-25 09:17:18.333000+00:00
34345,31806,30,111000,RENT,3.0,VENTURE,15450,10.91,0,2020-10-19 13:29:31.985000+00:00,2020-10-19 13:29:31.985000+00:00
14039,8204,25,153000,RENT,9.0,DEBTCONSOLIDATION,10000,14.96,1,2021-07-05 09:03:22.603000+00:00,2021-07-05 09:03:22.603000+00:00
10243,78645,23,93600,RENT,3.0,VENTURE,25000,15.21,0,2021-08-22 18:14:41.822000+00:00,2021-08-22 18:14:41.822000+00:00
11372,85711,25,32000,RENT,1.0,DEBTCONSOLIDATION,1500,7.29,0,2021-08-08 08:53:10.136000+00:00,2021-08-08 08:53:10.136000+00:00
24922,95344,23,24000,RENT,4.0,EDUCATION,12250,13.16,1,2021-02-16 15:58:07.444000+00:00,2021-02-16 15:58:07.444000+00:00
11214,21722,22,36000,RENT,1.0,PERSONAL,1000,7.68,0,2021-08-10 09:13:04.898000+00:00,2021-08-10 09:13:04.898000+00:00
33854,67208,31,123000,MORTGAGE,7.0,MEDICAL,15000,6.91,0,2020-10-25 19:41:17.227000+00:00,2020-10-25 19:41:17.227000+00:00
31408,31806,30,72000,MORTGAGE,3.0,MEDICAL,14000,6.99,0,2020-11-25 23:54:52.340000+00:00,2020-11-25 23:54:52.340000+00:00
15848,28561,24,50000,MORTGAGE,2.0,EDUCATION,25000,15.58,0,2021-06-12 07:41:12.701000+00:00,2021-06-12 07:41:12.701000+00:00
15271,75711,22,48000,OWN,6.0,VENTURE,4800,8.49,0,2021-06-19 16:11:23.952000+00:00,2021-06-19 16:11:23.952000+00:00
14791,34292,24,63000,RENT,2.0,EDUCATION,5000,9.32,0,2021-06-25 19:01:15.634000+00:00,2021-06-25 19:01:15.634000+00:00
19537,13684,24,70000,MORTGAGE,6.0,VENTURE,6000,7.88,0,2021-04-26 07:13:45.378000+00:00,2021-04-26 07:13:45.378000+00:00
23681,36278,25,145000,MORTGAGE,7.0,MEDICAL,12000,5.79,0,2021-03-04 11:35:17.189000+00:00,2021-03-04 11:35:17.189000+00:00
20061,54963,23,75000,MORTGAGE,3.0,VENTURE,14400,6.03,0,2021-04-19 14:56:19.458000+00:00,2021-04-19 14:56:19.458000+00:00
19987,64127,25,54000,RENT,0.0,HOMEIMPROVEMENT,10000,15.23,1,2021-04-20 13:34:30.676000+00:00,2021-04-20 13:34:30.676000+00:00
29328,29290,31,28800,RENT,0.0,PERSONAL,6200,12.23,0,2020-12-22 12:10:56.296000+00:00,2020-12-22 12:10:56.296000+00:00
26376,56447,29,153000,RENT,1.0,VENTURE,17600,8.7,0,2021-01-29 03:11:35.140000+00:00,2021-01-29 03:11:35.140000+00:00
31757,90632,28,75000,OTHER,4.0,VENTURE,7200,15.05,0,2020-11-21 13:09:22.138000+00:00,2020-11-21 13:09:22.138000+00:00
10461,7208,24,54000,RENT,5.0,VENTURE,21600,13.49,1,2021-08-19 23:33:33.100000+00:00,2021-08-19 23:33:33.100000+00:00
28182,87556,34,42000,OWN,1.0,VENTURE,22750,6.91,0,2021-01-06 02:44:28.937000+00:00,2021-01-06 02:44:28.937000+00:00
30949,36541,34,60000,MORTGAGE,18.0,EDUCATION,3000,11.99,1,2020-12-01 20:19:18.136000+00:00,2020-12-01 20:19:18.136000+00:00
27862,73624,32,96000,RENT,14.0,DEBTCONSOLIDATION,4000,17.93,1,2021-01-10 04:37:43.391000+00:00,2021-01-10 04:37:43.391000+00:00
14059,97523,25,36000,RENT,3.0,EDUCATION,9800,10.36,0,2021-07-05 02:56:17.949000+00:00,2021-07-05 02:56:17.949000+00:00
10715,24013,24,99996,RENT,0.0,HOMEIMPROVEMENT,20000,14.22,0,2021-08-16 17:51:40.001000+00:00,2021-08-16 17:51:40.001000+00:00
32791,92240,28,92000,MORTGAGE,5.0,VENTURE,6000,6.76,0,2020-11-08 08:51:27.556000+00:00,2020-11-08 08:51:27.556000+00:00
16221,15853,22,51800,MORTGAGE,4.0,EDUCATION,7200,11.71,0,2021-06-07 13:35:12.915000+00:00,2021-06-07 13:35:12.915000+00:00
12760,18466,24,40000,RENT,3.0,EDUCATION,3500,7.9,0,2021-07-21 16:17:59.189000+00:00,2021-07-21 16:17:59.189000+00:00
31579,97281,29,74004,MORTGAGE,13.0,PERSONAL,13000,11.26,0,2020-11-23 19:36:21.553000+00:00,2020-11-23 19:36:21.553000+00:00
17500,62244,22,28000,RENT,7.0,VENTURE,7900,9.99,0,2021-05-22 06:20:36.328000+00:00,2021-05-22 06:20:36.328000+00:00
11067,53151,23,25000,MORTGAGE,0.0,PERSONAL,4750,13.57,0,2021-08-12 06:11:06.101000+00:00,2021-08-12 06:11:06.101000+00:00
22820,2921,26,83300,MORTGAGE,0.0,MEDICAL,28000,15.62,1,2021-03-15 10:57:58.519000+00:00,2021-03-15 10:57:58.519000+00:00
34094,37183,29,135000,MORTGAGE,10.0,VENTURE,11000,11.83,0,2020-10-22 18:16:21.385000+00:00,2020-10-22 18:16:21.385000+00:00
19764,53213,24,72000,MORTGAGE,5.0,MEDICAL,11200,7.29,0,2021-04-23 09:47:25.561000+00:00,2021-04-23 09:47:25.561000+00:00
23159,74652,24,120000,MORTGAGE,8.0,PERSONAL,20000,12.99,0,2021-03-11 03:16:00.643000+00:00,2021-03-11 03:16:00.643000+00:00
19991,57382,24,74004,OWN,2.0,EDUCATION,5000,14.09,0,2021-04-20 12:21:05.745000+00:00,2021-04-20 12:21:05.745000+00:00
13885,7307,26,42000,RENT,2.0,VENTURE,4800,14.27,1,2021-07-07 08:09:52.434000+00:00,2021-07-07 08:09:52.434000+00:00
23252,2719,23,108000,MORTGAGE,7.0,HOMEIMPROVEMENT,18000,11.26,1,2021-03-09 22:49:06.005000+00:00,2021-03-09 22:49:06.005000+00:00
16713,34698,24,54000,OWN,8.0,EDUCATION,1200,13.11,0,2021-06-01 07:05:06.440000+00:00,2021-06-01 07:05:06.440000+00:00
22016,32066,21,33600,OWN,5.0,MEDICAL,10000,7.88,0,2021-03-25 16:54:29.586000+00:00,2021-03-25 16:54:29.586000+00:00
17676,66086,25,60000,MORTGAGE,4.0,MEDICAL,8650,7.51,0,2021-05-20 00:30:19.378000+00:00,2021-05-20 00:30:19.378000+00:00
24546,8091,22,69000,MORTGAGE,6.0,PERSONAL,7800,12.41,0,2021-02-21 10:59:10.928000+00:00,2021-02-21 10:59:10.928000+00:00
26480,13066,35,67600,RENT,7.0,PERSONAL,16000,11.58,0,2021-01-27 19:22:46.943000+00:00,2021-01-27 19:22:46.943000+00:00
10269,53093,21,15000,OWN,0.0,HOMEIMPROVEMENT,3175,11.54,1,2021-08-22 10:17:29.773000+00:00,2021-08-22 10:17:29.773000+00:00
21274,92513,22,42000,RENT,6.0,PERSONAL,3000,11.49,0,2021-04-04 03:53:04.228000+00:00,2021-04-04 03:53:04.228000+00:00
32807,92373,29,92700,MORTGAGE,2.0,VENTURE,24000,6.91,0,2020-11-08 03:57:47.833000+00:00,2020-11-08 03:57:47.833000+00:00
26252,74867,31,103000,RENT,2.0,VENTURE,20000,18.17,1,2021-01-30 17:07:27.992000+00:00,2021-01-30 17:07:27.992000+00:00
36503,92607,46,47000,MORTGAGE,5.0,PERSONAL,6000,7.14,0,2020-09-22 01:21:51.881000+00:00,2020-09-22 01:21:51.881000+00:00
27273,57110,28,38000,RENT,12.0,PERSONAL,3200,9.63,0,2021-01-17 16:48:09.435000+00:00,2021-01-17 16:48:09.435000+00:00
26536,40313,34,39996,RENT,6.0,DEBTCONSOLIDATION,1200,7.88,0,2021-01-27 02:14:57.913000+00:00,2021-01-27 02:14:57.913000+00:00
36314,32462,41,121200,RENT,1.0,VENTURE,10000,6.03,0,2020-09-24 11:10:44.856000+00:00,2020-09-24 11:10:44.856000+00:00
25836,26273,28,200000,MORTGAGE,2.0,MEDICAL,15000,8.9,0,2021-02-05 00:22:40.783000+00:00,2021-02-05 00:22:40.783000+00:00
20656,66607,24,41000,RENT,4.0,MEDICAL,11525,12.99,0,2021-04-12 00:55:46.019000+00:00,2021-04-12 00:55:46.019000+00:00
29596,79109,27,58500,RENT,11.0,VENTURE,6400,12.53,0,2020-12-19 02:12:05.940000+00:00,2020-12-19 02:12:05.940000+00:00
25553,77597,21,98000,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,10.59,0,2021-02-08 14:56:49.629000+00:00,2021-02-08 14:56:49.629000+00:00
35182,98953,27,75000,MORTGAGE,0.0,PERSONAL,7500,8.9,0,2020-10-08 21:27:20.239000+00:00,2020-10-08 21:27:20.239000+00:00
17740,26167,25,41000,RENT,3.0,VENTURE,8000,10.99,0,2021-05-19 04:55:40.487000+00:00,2021-05-19 04:55:40.487000+00:00
26873,78834,33,25200,RENT,1.0,VENTURE,13250,7.66,1,2021-01-22 19:09:42.503000+00:00,2021-01-22 19:09:42.503000+00:00
26536,40313,34,39996,RENT,6.0,DEBTCONSOLIDATION,1200,7.88,0,2021-01-27 02:14:57.913000+00:00,2021-01-27 02:14:57.913000+00:00
29794,10458,29,33000,RENT,2.0,EDUCATION,7200,11.71,1,2020-12-16 13:38:01.871000+00:00,2020-12-16 13:38:01.871000+00:00
14979,94820,23,46000,MORTGAGE,2.0,MEDICAL,10000,10.36,0,2021-06-23 09:30:43.892000+00:00,2021-06-23 09:30:43.892000+00:00
12178,64720,26,32450,MORTGAGE,5.0,MEDICAL,3250,6.99,0,2021-07-29 02:19:56.604000+00:00,2021-07-29 02:19:56.604000+00:00
19948,7078,23,73500,MORTGAGE,7.0,VENTURE,10000,6.92,0,2021-04-21 01:30:18.750000+00:00,2021-04-21 01:30:18.750000+00:00
24951,30571,25,60000,RENT,9.0,MEDICAL,7000,10.36,0,2021-02-16 07:05:51.697000+00:00,2021-02-16 07:05:51.697000+00:00
24178,77396,23,80196,OWN,2.0,PERSONAL,30000,9.91,0,2021-02-26 03:33:24.551000+00:00,2021-02-26 03:33:24.551000+00:00
17862,71657,22,50000,RENT,2.0,PERSONAL,8000,12.18,0,2021-05-17 15:36:30.101000+00:00,2021-05-17 15:36:30.101000+00:00
32368,33182,28,85000,MORTGAGE,5.0,EDUCATION,16800,16.49,0,2020-11-13 18:15:08.976000+00:00,2020-11-13 18:15:08.976000+00:00
24825,62964,26,51600,RENT,10.0,EDUCATION,14000,10.37,1,2021-02-17 21:38:27.013000+00:00,2021-02-17 21:38:27.013000+00:00
20066,26175,26,75000,OWN,10.0,MEDICAL,9250,12.69,0,2021-04-19 13:24:33.295000+00:00,2021-04-19 13:24:33.295000+00:00
28902,33904,35,48000,OWN,6.0,HOMEIMPROVEMENT,4200,13.61,0,2020-12-27 22:29:41.413000+00:00,2020-12-27 22:29:41.413000+00:00
29654,95023,29,30000,RENT,4.0,VENTURE,7000,12.18,0,2020-12-18 08:27:34.445000+00:00,2020-12-18 08:27:34.445000+00:00
25042,32664,24,35000,RENT,0.0,PERSONAL,1800,7.14,0,2021-02-15 03:15:39.524000+00:00,2021-02-15 03:15:39.524000+00:00
34903,63104,28,44500,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,8.59,0,2020-10-12 10:48:04.155000+00:00,2020-10-12 10:48:04.155000+00:00
26359,53925,27,110000,RENT,5.0,VENTURE,18000,9.91,0,2021-01-29 08:23:36.096000+00:00,2021-01-29 08:23:36.096000+00:00
20416,19061,25,77000,MORTGAGE,8.0,EDUCATION,12000,7.9,0,2021-04-15 02:20:41.860000+00:00,2021-04-15 02:20:41.860000+00:00
17183,3845,22,56000,MORTGAGE,6.0,PERSONAL,4750,7.14,0,2021-05-26 07:18:47.085000+00:00,2021-05-26 07:18:47.085000+00:00
25237,24556,22,52500,MORTGAGE,6.0,VENTURE,8000,15.23,0,2021-02-12 15:36:39.153000+00:00,2021-02-12 15:36:39.153000+00:00
23713,3269,26,149400,MORTGAGE,1.0,MEDICAL,7000,6.62,0,2021-03-04 01:47:57.743000+00:00,2021-03-04 01:47:57.743000+00:00
36794,4438,36,50000,RENT,6.0,VENTURE,7200,13.98,0,2020-09-18 08:20:53.174000+00:00,2020-09-18 08:20:53.174000+00:00
10020,43917,25,162500,RENT,2.0,VENTURE,35000,7.49,0,2021-08-25 14:27:36.708000+00:00,2021-08-25 14:27:36.708000+00:00
33158,42038,27,31000,OWN,4.0,MEDICAL,12000,12.73,0,2020-11-03 16:35:35.166000+00:00,2020-11-03 16:35:35.166000+00:00
28352,27101,33,44000,MORTGAGE,17.0,VENTURE,16000,7.9,0,2021-01-03 22:44:19.382000+00:00,2021-01-03 22:44:19.382000+00:00
32806,50585,27,34800,OWN,7.0,HOMEIMPROVEMENT,9500,7.51,0,2020-11-08 04:16:09.066000+00:00,2020-11-08 04:16:09.066000+00:00
